CON,HOAD Remarks,State,GSTIN of OWN,GSTIN of supplier,Trade/Legal name,Invoice number,Invoice type,Invoice Date,Invoice Value(₹),Place of supply,Supply Attract Reverse Charge,Taxable Value (₹),Integrated Tax(₹),Central Tax(₹),State/UT Tax(₹),Cess(₹),GSTR-1/IFF/GSTR-5 Period,GSTR-1/IFF/GSTR-5 Filing Date,ITC Availability,Reason,Applicable % of Tax Rate,Source,IRN,IRN Date,Document Type
27AADCA2325A1ZF27AJDPK6570B1ZE1085,In Oct_24_Books,Maharashtra,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,1085,Regular,28/10/2024,"18,375",Maharashtra,No,"17,500",0,437.50,437.50,0,Oct'24,18/02/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AJDPK6570B1ZE1086,In Nov_24_Books,Maharashtra,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,1086,Regular,28/10/2024,"1,680",Maharashtra,No,"1,600",0,40,40,0,Oct'24,18/02/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AJDPK6570B1ZE1088,In Oct_24_Books,Maharashtra,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,1088,Regular,29/10/2024,"18,900",Maharashtra,No,"18,000",0,450,450,0,Oct'24,18/02/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AJDPK6570B1ZE1089,In Oct_24_Books,Maharashtra,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,1089,Regular,29/10/2024,"5,040",Maharashtra,No,"4,800",0,120,120,0,Oct'24,18/02/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AJDPK6570B1ZE1090,In Nov_24_Books,Maharashtra,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,1090,Regular,29/10/2024,"1,050",Maharashtra,No,"1,000",0,25,25,0,Oct'24,18/02/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AJDPK6570B1ZE1091,In Nov_24_Books,Maharashtra,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,1091,Regular,29/10/2024,"21,000",Maharashtra,No,"20,000",0,500,500,0,Oct'24,18/02/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AJDPK6570B1ZE1092,In Nov_24_Books,Maharashtra,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,1092,Regular,29/10/2024,"2,100",Maharashtra,No,"2,000",0,50,50,0,Oct'24,18/02/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AJDPK6570B1ZE1094,In Nov_24_Books,Maharashtra,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,1094,Regular,29/10/2024,"1,050",Maharashtra,No,"1,000",0,25,25,0,Oct'24,18/02/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AJDPK6570B1ZE1095,In Nov_24_Books,Maharashtra,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,1095,Regular,30/10/2024,"5,040",Maharashtra,No,"4,800",0,120,120,0,Oct'24,18/02/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AJDPK6570B1ZE1098,In Nov_24_Books,Maharashtra,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,1098,Regular,31/10/2024,"3,465",Maharashtra,No,"3,300",0,82.50,82.50,0,Oct'24,18/02/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AJDPK6570B1ZE1099,In Nov_24_Books,Maharashtra,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,1099,Regular,31/10/2024,"1,260",Maharashtra,No,"1,200",0,30,30,0,Oct'24,18/02/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AJDPK6570B1ZE1100,In Nov_24_Books,Maharashtra,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,1100,Regular,31/10/2024,"1,890",Maharashtra,No,"1,800",0,45,45,0,Oct'24,18/02/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AJDPK6570B1ZE1105,In Oct_24_Books,Maharashtra,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,1105,Regular,31/10/2024,"2,520",Maharashtra,No,"2,400",0,60,60,0,Oct'24,18/02/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AJDPK6570B1ZE373,In Oct_24_Books,Maharashtra,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,373,Regular,01/10/2024,"3,570",Maharashtra,No,"3,400",0,85,85,0,Oct'24,18/02/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AJDPK6570B1ZE375,In Oct_24_Books,Maharashtra,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,375,Regular,01/10/2024,"7,560",Maharashtra,No,"7,200",0,180,180,0,Oct'24,18/02/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AJDPK6570B1ZE387,In Oct_24_Books,Maharashtra,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,387,Regular,09/10/2024,"6,300",Maharashtra,No,"6,000",0,150,150,0,Oct'24,18/02/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AJDPK6570B1ZE389,In Nov_24_Books,Maharashtra,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,389,Regular,12/10/2024,"5,040",Maharashtra,No,"4,800",0,120,120,0,Oct'24,18/02/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AJDPK6570B1ZE906A,In Oct_24_Books,Maharashtra,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,906A,Regular,12/10/2024,"2,100",Maharashtra,No,"2,000",0,50,50,0,Oct'24,18/02/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AJDPK6570B1ZE911,In Oct_24_Books,Maharashtra,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,911,Regular,01/10/2024,"36,855",Maharashtra,No,"35,100",0,877.50,877.50,0,Oct'24,18/02/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AJDPK6570B1ZE917,In Oct_24_Books,Maharashtra,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,917,Regular,01/10/2024,"2,625",Maharashtra,No,"2,500",0,62.50,62.50,0,Oct'24,18/02/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AJDPK6570B1ZE918,In Oct_24_Books,Maharashtra,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,918,Regular,01/10/2024,525,Maharashtra,No,500,0,12.50,12.50,0,Oct'24,18/02/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AJDPK6570B1ZE919,In Oct_24_Books,Maharashtra,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,919,Regular,01/10/2024,525,Maharashtra,No,500,0,12.50,12.50,0,Oct'24,18/02/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AJDPK6570B1ZE920,In Oct_24_Books,Maharashtra,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,920,Regular,01/10/2024,"5,250",Maharashtra,No,"5,000",0,125,125,0,Oct'24,18/02/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AJDPK6570B1ZE922,In Oct_24_Books,Maharashtra,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,922,Regular,03/10/2024,"26,460",Maharashtra,No,"25,200",0,630,630,0,Oct'24,18/02/2025,Yes,,100%,,,,Invoice
